역명,일자, 이용인원 , 승차인원 , 하차인원 
만수,2024-05-10,11525,5961,5564
남동구청,2024-05-10,10320,5360,4960
인천대공원,2024-05-10,8522,4306,4216
운연(서창),2024-05-10,2948,1588,1360
검단오류(검단산업단지),2024-05-11,2115,1120,995
왕길,2024-05-11,3011,1532,1479
검단사거리,2024-05-11,13138,6858,6280
마전,2024-05-11,5979,2921,3058
완정,2024-05-11,10672,5567,5105
독정,2024-05-11,5803,2921,2882
검암,2024-05-11,5791,3108,2683
검바위,2024-05-11,3882,1874,2008
아시아드경기장(공촌사거리),2024-05-11,6632,3351,3281
서구청,2024-05-11,10591,5287,5304
가정(루원시티),2024-05-11,14070,7227,6843
가정중앙시장,2024-05-11,9296,4543,4753
석남(거북시장),2024-05-11,4421,2129,2292
서부여성회관,2024-05-11,5756,2933,2823
인천가좌,2024-05-11,4559,2321,2238
가재울,2024-05-11,4425,2308,2117
주안국가산단,2024-05-11,1534,735,799
주안,2024-05-11,12907,5254,7653
시민공원(문화창작지대),2024-05-11,14153,7289,6864
석바위시장,2024-05-11,6415,3107,3308
인천시청,2024-05-11,4709,2245,2464
석천사거리,2024-05-11,6436,3292,3144
모래내시장,2024-05-11,12169,5976,6193
만수,2024-05-11,7335,3799,3536
남동구청,2024-05-11,5644,2949,2695
인천대공원,2024-05-11,5427,2682,2745
운연(서창),2024-05-11,1809,962,847
검단오류(검단산업단지),2024-05-12,1713,859,854
왕길,2024-05-12,2285,1159,1126
검단사거리,2024-05-12,11066,5564,5502
마전,2024-05-12,4597,2210,2387
완정,2024-05-12,8267,4240,4027
독정,2024-05-12,4640,2262,2378
검암,2024-05-12,5041,2693,2348
검바위,2024-05-12,3301,1544,1757
아시아드경기장(공촌사거리),2024-05-12,5695,2981,2714
서구청,2024-05-12,8784,4429,4355
가정(루원시티),2024-05-12,11731,6007,5724
가정중앙시장,2024-05-12,8426,4054,4372
석남(거북시장),2024-05-12,3774,1746,2028
서부여성회관,2024-05-12,5572,2838,2734
인천가좌,2024-05-12,3938,2014,1924
가재울,2024-05-12,4046,2065,1981
주안국가산단,2024-05-12,783,381,402
주안,2024-05-12,10828,4351,6477
시민공원(문화창작지대),2024-05-12,11982,6110,5872
석바위시장,2024-05-12,5783,2810,2973
인천시청,2024-05-12,4228,1989,2239
석천사거리,2024-05-12,5577,2967,2610
모래내시장,2024-05-12,12455,6111,6344
만수,2024-05-12,6437,3360,3077
남동구청,2024-05-12,4983,2596,2387
인천대공원,2024-05-12,9328,4678,4650
운연(서창),2024-05-12,1701,908,793
검단오류(검단산업단지),2024-05-13,6021,2928,3093
왕길,2024-05-13,5547,2798,2749
검단사거리,2024-05-13,17661,9311,8350
마전,2024-05-13,9138,4420,4718
완정,2024-05-13,16810,8784,8026
독정,2024-05-13,9710,4807,4903
검암,2024-05-13,9377,5160,4217
검바위,2024-05-13,7550,3683,3867
아시아드경기장(공촌사거리),2024-05-13,9914,5240,4674
서구청,2024-05-13,18283,9141,9142
가정(루원시티),2024-05-13,24575,12534,12041
가정중앙시장,2024-05-13,12873,6231,6642
석남(거북시장),2024-05-13,6523,3200,3323
서부여성회관,2024-05-13,8473,4364,4109
인천가좌,2024-05-13,9377,4732,4645
가재울,2024-05-13,8713,4454,4259
주안국가산단,2024-05-13,6026,2921,3105
주안,2024-05-13,16549,7062,9487
시민공원(문화창작지대),2024-05-13,21782,11290,10492
석바위시장,2024-05-13,9560,4635,4925
인천시청,2024-05-13,7006,3435,3571
석천사거리,2024-05-13,10369,5422,4947
모래내시장,2024-05-13,17252,8397,8855
만수,2024-05-13,10582,5553,5029
남동구청,2024-05-13,9992,5160,4832
인천대공원,2024-05-13,6641,3354,3287
운연(서창),2024-05-13,2751,1493,1258
검단오류(검단산업단지),2024-05-14,6086,2995,3091
왕길,2024-05-14,5882,2986,2896
검단사거리,2024-05-14,20445,10718,9727
마전,2024-05-14,9504,4700,4804
완정,2024-05-14,18554,9690,8864
독정,2024-05-14,10048,5040,5008
검암,2024-05-14,9950,5519,4431
검바위,2024-05-14,7717,3755,3962
아시아드경기장(공촌사거리),2024-05-14,10691,5641,5050
서구청,2024-05-14,19486,9626,9860
가정(루원시티),2024-05-14,25942,13367,12575
가정중앙시장,2024-05-14,14044,6862,7182
석남(거북시장),2024-05-14,6806,3291,3515
서부여성회관,2024-05-14,9002,4637,4365
인천가좌,2024-05-14,9520,4781,4739
가재울,2024-05-14,9031,4648,4383
주안국가산단,2024-05-14,6165,3015,3150
주안,2024-05-14,18056,7716,10340
시민공원(문화창작지대),2024-05-14,22503,11570,10933
석바위시장,2024-05-14,9614,4663,4951
인천시청,2024-05-14,7608,3680,3928
석천사거리,2024-05-14,10700,5628,5072
모래내시장,2024-05-14,18118,8850,9268
만수,2024-05-14,11342,5937,5405
남동구청,2024-05-14,10793,5650,5143
인천대공원,2024-05-14,8253,4093,4160
운연(서창),2024-05-14,2901,1590,1311
검단오류(검단산업단지),2024-05-15,1933,975,958
왕길,2024-05-15,2413,1190,1223
검단사거리,2024-05-15,10321,5283,5038
마전,2024-05-15,4659,2253,2406
완정,2024-05-15,8120,4222,3898
독정,2024-05-15,5203,2607,2596
검암,2024-05-15,4747,2479,2268
검바위,2024-05-15,3162,1502,1660
아시아드경기장(공촌사거리),2024-05-15,5336,2847,2489
서구청,2024-05-15,9009,4502,4507
가정(루원시티),2024-05-15,11101,5706,5395
가정중앙시장,2024-05-15,7705,3750,3955
석남(거북시장),2024-05-15,3770,1818,1952
서부여성회관,2024-05-15,4714,2389,2325
인천가좌,2024-05-15,3882,1935,1947
가재울,2024-05-15,3871,1906,1965
주안국가산단,2024-05-15,1677,801,876
주안,2024-05-15,11490,4674,6816
시민공원(문화창작지대),2024-05-15,12003,6156,5847
석바위시장,2024-05-15,5873,2875,2998
인천시청,2024-05-15,3577,1683,1894
석천사거리,2024-05-15,5617,2879,2738
모래내시장,2024-05-15,10311,5089,5222
만수,2024-05-15,6283,3244,3039
남동구청,2024-05-15,4572,2363,2209
인천대공원,2024-05-15,5120,2556,2564
운연(서창),2024-05-15,1548,778,770
검단오류(검단산업단지),2024-05-16,6217,3053,3164
왕길,2024-05-16,5680,2845,2835
검단사거리,2024-05-16,17847,9366,8481
마전,2024-05-16,9165,4435,4730
완정,2024-05-16,17080,8828,8252
독정,2024-05-16,9872,4925,4947
검암,2024-05-16,9498,5204,4294
검바위,2024-05-16,7824,3839,3985
아시아드경기장(공촌사거리),2024-05-16,9865,5223,4642
서구청,2024-05-16,18513,9188,9325
가정(루원시티),2024-05-16,24988,12726,12262
가정중앙시장,2024-05-16,13593,6650,6943
석남(거북시장),2024-05-16,6679,3228,3451
서부여성회관,2024-05-16,8860,4501,4359
인천가좌,2024-05-16,9237,4650,4587
가재울,2024-05-16,8718,4431,4287
주안국가산단,2024-05-16,6058,2932,3126
주안,2024-05-16,16680,7161,9519
시민공원(문화창작지대),2024-05-16,22031,11362,10669
석바위시장,2024-05-16,9332,4527,4805
인천시청,2024-05-16,7509,3626,3883
석천사거리,2024-05-16,10508,5514,4994
모래내시장,2024-05-16,17392,8517,8875
만수,2024-05-16,11118,5724,5394
남동구청,2024-05-16,10176,5303,4873
인천대공원,2024-05-16,6749,3353,3396
운연(서창),2024-05-16,2911,1528,1383
검단오류(검단산업단지),2024-05-17,6131,3010,3121
왕길,2024-05-17,5678,2874,2804
검단사거리,2024-05-17,19367,10082,9285
마전,2024-05-17,9369,4567,4802
완정,2024-05-17,17345,9030,8315
독정,2024-05-17,10224,5105,5119
검암,2024-05-17,9865,5446,4419
검바위,2024-05-17,7948,3913,4035
아시아드경기장(공촌사거리),2024-05-17,10325,5477,4848
서구청,2024-05-17,18754,9231,9523
가정(루원시티),2024-05-17,26259,13456,12803
가정중앙시장,2024-05-17,14207,6911,7296
석남(거북시장),2024-05-17,6919,3380,3539
서부여성회관,2024-05-17,9090,4623,4467
인천가좌,2024-05-17,9507,4753,4754
가재울,2024-05-17,9421,4860,4561
주안국가산단,2024-05-17,5930,2915,3015
주안,2024-05-17,17447,7396,10051
시민공원(문화창작지대),2024-05-17,22128,11404,10724
석바위시장,2024-05-17,9654,4664,4990
인천시청,2024-05-17,7453,3615,3838
석천사거리,2024-05-17,10583,5521,5062
모래내시장,2024-05-17,17942,8712,9230
만수,2024-05-17,11260,5842,5418
남동구청,2024-05-17,10335,5449,4886
인천대공원,2024-05-17,8249,4161,4088
운연(서창),2024-05-17,2923,1607,1316
검단오류(검단산업단지),2024-05-18,2315,1260,1055
왕길,2024-05-18,3307,1720,1587
검단사거리,2024-05-18,14254,7328,6926
마전,2024-05-18,6249,3076,3173
완정,2024-05-18,11496,6030,5466
독정,2024-05-18,6634,3348,3286
검암,2024-05-18,6945,3824,3121
검바위,2024-05-18,4287,2072,2215
아시아드경기장(공촌사거리),2024-05-18,7426,3777,3649
서구청,2024-05-18,12300,6154,6146
가정(루원시티),2024-05-18,16172,8363,7809
가정중앙시장,2024-05-18,11077,5498,5579
석남(거북시장),2024-05-18,5047,2358,2689
서부여성회관,2024-05-18,6827,3550,3277
인천가좌,2024-05-18,5397,2737,2660
가재울,2024-05-18,5153,2675,2478
주안국가산단,2024-05-18,1557,775,782
주안,2024-05-18,14529,5985,8544
시민공원(문화창작지대),2024-05-18,15667,8074,7593
석바위시장,2024-05-18,7078,3415,3663
인천시청,2024-05-18,5420,2581,2839
석천사거리,2024-05-18,7527,3999,3528
모래내시장,2024-05-18,14767,7291,7476
만수,2024-05-18,8343,4369,3974
남동구청,2024-05-18,6487,3384,3103
인천대공원,2024-05-18,11327,5643,5684
운연(서창),2024-05-18,2077,1080,997
검단오류(검단산업단지),2024-05-19,1583,778,805
왕길,2024-05-19,2284,1166,1118
검단사거리,2024-05-19,11005,5572,5433
마전,2024-05-19,4738,2303,2435
완정,2024-05-19,8540,4340,4200
독정,2024-05-19,5103,2465,2638
검암,2024-05-19,5231,2842,2389
검바위,2024-05-19,3301,1556,1745
아시아드경기장(공촌사거리),2024-05-19,5450,2854,2596
서구청,2024-05-19,8163,4069,4094
가정(루원시티),2024-05-19,11234,5746,5488
가정중앙시장,2024-05-19,8160,4013,4147
석남(거북시장),2024-05-19,3619,1713,1906
서부여성회관,2024-05-19,5392,2762,2630
인천가좌,2024-05-19,3831,1943,1888
가재울,2024-05-19,3792,1902,1890
주안국가산단,2024-05-19,830,389,441
주안,2024-05-19,10173,4136,6037
시민공원(문화창작지대),2024-05-19,12360,6397,5963
석바위시장,2024-05-19,5601,2727,2874
인천시청,2024-05-19,4331,2012,2319
석천사거리,2024-05-19,5521,2886,2635
모래내시장,2024-05-19,11409,5608,5801
만수,2024-05-19,6403,3307,3096
남동구청,2024-05-19,4916,2543,2373
인천대공원,2024-05-19,9939,4950,4989
운연(서창),2024-05-19,1646,864,782
검단오류(검단산업단지),2024-05-20,6008,2958,3050
왕길,2024-05-20,5303,2676,2627
검단사거리,2024-05-20,17289,9128,8161
마전,2024-05-20,8788,4258,4530
완정,2024-05-20,16384,8525,7859
독정,2024-05-20,9951,4922,5029
검암,2024-05-20,9204,5047,4157
검바위,2024-05-20,7512,3698,3814
아시아드경기장(공촌사거리),2024-05-20,9821,5168,4653
서구청,2024-05-20,18026,8984,9042
가정(루원시티),2024-05-20,24448,12480,11968
가정중앙시장,2024-05-20,13018,6387,6631
석남(거북시장),2024-05-20,6492,3143,3349
서부여성회관,2024-05-20,8400,4325,4075
인천가좌,2024-05-20,9081,4584,4497
가재울,2024-05-20,8610,4391,4219
주안국가산단,2024-05-20,6029,2977,3052
주안,2024-05-20,16561,7137,9424
시민공원(문화창작지대),2024-05-20,21407,11054,10353
석바위시장,2024-05-20,9085,4399,4686
인천시청,2024-05-20,7048,3407,3641
석천사거리,2024-05-20,10230,5356,4874
모래내시장,2024-05-20,16911,8250,8661
만수,2024-05-20,10632,5522,5110
남동구청,2024-05-20,10000,5198,4802
인천대공원,2024-05-20,6387,3196,3191
운연(서창),2024-05-20,2679,1416,1263
검단오류(검단산업단지),2024-05-21,6162,3031,3131
왕길,2024-05-21,5448,2744,2704
검단사거리,2024-05-21,17276,9040,8236
마전,2024-05-21,9167,4451,4716
완정,2024-05-21,16579,8585,7994
독정,2024-05-21,10104,4924,5180
검암,2024-05-21,9443,5109,4334
검바위,2024-05-21,7476,3625,3851
아시아드경기장(공촌사거리),2024-05-21,9961,5321,4640
서구청,2024-05-21,17905,8902,9003
가정(루원시티),2024-05-21,24955,12785,12170
가정중앙시장,2024-05-21,13320,6473,6847
석남(거북시장),2024-05-21,6765,3323,3442
서부여성회관,2024-05-21,8380,4238,4142
인천가좌,2024-05-21,9075,4569,4506
가재울,2024-05-21,8534,4368,4166
주안국가산단,2024-05-21,6157,3017,3140
주안,2024-05-21,16924,7209,9715
시민공원(문화창작지대),2024-05-21,21607,11099,10508
석바위시장,2024-05-21,9243,4447,4796
인천시청,2024-05-21,7404,3575,3829
석천사거리,2024-05-21,10413,5458,4955
모래내시장,2024-05-21,16848,8196,8652
만수,2024-05-21,10757,5594,5163
남동구청,2024-05-21,9949,5194,4755
인천대공원,2024-05-21,7409,3694,3715
운연(서창),2024-05-21,2668,1421,1247
검단오류(검단산업단지),2024-05-22,6110,3025,3085
왕길,2024-05-22,5629,2846,2783
검단사거리,2024-05-22,17463,9121,8342
마전,2024-05-22,9102,4507,4595
완정,2024-05-22,16887,8683,8204
독정,2024-05-22,10073,5031,5042
검암,2024-05-22,9491,5174,4317
검바위,2024-05-22,7975,3877,4098
아시아드경기장(공촌사거리),2024-05-22,10424,5496,4928
서구청,2024-05-22,18319,8973,9346
가정(루원시티),2024-05-22,25320,12984,12336
가정중앙시장,2024-05-22,13280,6496,6784
석남(거북시장),2024-05-22,6715,3274,3441
서부여성회관,2024-05-22,8825,4496,4329
인천가좌,2024-05-22,9203,4651,4552
가재울,2024-05-22,8683,4400,4283
주안국가산단,2024-05-22,6212,3016,3196
주안,2024-05-22,17192,7389,9803
시민공원(문화창작지대),2024-05-22,21764,11081,10683
석바위시장,2024-05-22,9478,4578,4900
인천시청,2024-05-22,7574,3659,3915
석천사거리,2024-05-22,10448,5460,4988
모래내시장,2024-05-22,17062,8332,8730
만수,2024-05-22,11075,5765,5310
남동구청,2024-05-22,10216,5335,4881
인천대공원,2024-05-22,6875,3398,3477
운연(서창),2024-05-22,2714,1480,1234
검단오류(검단산업단지),2024-05-23,6118,3012,3106
왕길,2024-05-23,5639,2825,2814
검단사거리,2024-05-23,17624,9257,8367
마전,2024-05-23,9441,4577,4864
완정,2024-05-23,16729,8616,8113
독정,2024-05-23,9983,5037,4946
검암,2024-05-23,9408,5175,4233
검바위,2024-05-23,7695,3731,3964
아시아드경기장(공촌사거리),2024-05-23,9900,5234,4666
서구청,2024-05-23,18709,9231,9478
가정(루원시티),2024-05-23,25163,12819,12344
가정중앙시장,2024-05-23,13369,6513,6856
석남(거북시장),2024-05-23,6789,3246,3543
서부여성회관,2024-05-23,8729,4425,4304
인천가좌,2024-05-23,9261,4624,4637
가재울,2024-05-23,8463,4298,4165
주안국가산단,2024-05-23,6095,2965,3130
주안,2024-05-23,16864,7218,9646
시민공원(문화창작지대),2024-05-23,21884,11217,10667
석바위시장,2024-05-23,9159,4431,4728
인천시청,2024-05-23,7312,3532,3780
석천사거리,2024-05-23,10511,5526,4985
모래내시장,2024-05-23,17382,8492,8890
만수,2024-05-23,10887,5594,5293
남동구청,2024-05-23,10077,5277,4800
인천대공원,2024-05-23,6999,3507,3492
운연(서창),2024-05-23,2769,1495,1274
검단오류(검단산업단지),2024-05-24,5968,2902,3066
왕길,2024-05-24,5702,2860,2842
검단사거리,2024-05-24,18896,9906,8990
마전,2024-05-24,9272,4477,4795
완정,2024-05-24,17581,9168,8413
독정,2024-05-24,9670,4839,4831
검암,2024-05-24,9660,5389,4271
검바위,2024-05-24,7909,3891,4018
아시아드경기장(공촌사거리),2024-05-24,10104,5398,4706
서구청,2024-05-24,19304,9452,9852
가정(루원시티),2024-05-24,25481,13001,12480
가정중앙시장,2024-05-24,13914,6748,7166
석남(거북시장),2024-05-24,6911,3352,3559
서부여성회관,2024-05-24,9060,4613,4447
인천가좌,2024-05-24,9442,4811,4631
가재울,2024-05-24,8901,4593,4308
주안국가산단,2024-05-24,5963,2889,3074
주안,2024-05-24,17398,7447,9951
시민공원(문화창작지대),2024-05-24,21568,11087,10481
석바위시장,2024-05-24,9321,4470,4851
인천시청,2024-05-24,7109,3430,3679
석천사거리,2024-05-24,10496,5501,4995
모래내시장,2024-05-24,17853,8681,9172
만수,2024-05-24,10999,5751,5248
남동구청,2024-05-24,10278,5336,4942
인천대공원,2024-05-24,6822,3443,3379
운연(서창),2024-05-24,3329,1824,1505
검단오류(검단산업단지),2024-05-25,2398,1284,1114
왕길,2024-05-25,3447,1770,1677
검단사거리,2024-05-25,14391,7500,6891
마전,2024-05-25,6326,3163,3163
완정,2024-05-25,11519,6095,5424
독정,2024-05-25,6471,3257,3214
검암,2024-05-25,6685,3636,3049
검바위,2024-05-25,4323,2151,2172
아시아드경기장(공촌사거리),2024-05-25,7317,3737,3580
서구청,2024-05-25,12171,6012,6159
가정(루원시티),2024-05-25,16409,8451,7958
가정중앙시장,2024-05-25,10807,5359,5448
석남(거북시장),2024-05-25,5238,2518,2720
서부여성회관,2024-05-25,6747,3530,3217
인천가좌,2024-05-25,5414,2816,2598
가재울,2024-05-25,5116,2638,2478
주안국가산단,2024-05-25,1727,858,869
주안,2024-05-25,14319,5867,8452
시민공원(문화창작지대),2024-05-25,15196,7851,7345
석바위시장,2024-05-25,6794,3301,3493
인천시청,2024-05-25,5230,2477,2753
석천사거리,2024-05-25,7460,3968,3492
모래내시장,2024-05-25,14816,7306,7510
만수,2024-05-25,8354,4288,4066
남동구청,2024-05-25,6546,3424,3122
인천대공원,2024-05-25,9511,4699,4812
운연(서창),2024-05-25,2113,1086,1027
검단오류(검단산업단지),2024-05-26,1468,715,753
왕길,2024-05-26,1952,1000,952
검단사거리,2024-05-26,9667,4896,4771
마전,2024-05-26,4146,1992,2154
완정,2024-05-26,7234,3678,3556
독정,2024-05-26,3816,1882,1934
검암,2024-05-26,4356,2336,2020
검바위,2024-05-26,2899,1368,1531
아시아드경기장(공촌사거리),2024-05-26,5192,2628,2564
서구청,2024-05-26,7908,3989,3919
가정(루원시티),2024-05-26,10416,5337,5079
가정중앙시장,2024-05-26,7187,3566,3621
석남(거북시장),2024-05-26,3331,1589,1742
서부여성회관,2024-05-26,4905,2524,2381
인천가좌,2024-05-26,3200,1570,1630
가재울,2024-05-26,3555,1823,1732
주안국가산단,2024-05-26,754,355,399
주안,2024-05-26,9420,3828,5592
시민공원(문화창작지대),2024-05-26,11022,5706,5316
석바위시장,2024-05-26,5084,2443,2641
인천시청,2024-05-26,3338,1577,1761
석천사거리,2024-05-26,4826,2496,2330
모래내시장,2024-05-26,10039,4923,5116
만수,2024-05-26,5687,2962,2725
남동구청,2024-05-26,4220,2190,2030
인천대공원,2024-05-26,6108,3000,3108
운연(서창),2024-05-26,1343,711,632
검단오류(검단산업단지),2024-05-27,5928,2871,3057
왕길,2024-05-27,5545,2796,2749
검단사거리,2024-05-27,17491,9256,8235
마전,2024-05-27,8865,4273,4592
완정,2024-05-27,16758,8666,8092
독정,2024-05-27,9882,4946,4936
