역명,일자, 이용인원 , 승차인원 , 하차인원 
서구청,2024-04-17,17800,8818,8982
가정(루원시티),2024-04-17,25192,12944,12248
가정중앙시장,2024-04-17,13676,6672,7004
석남(거북시장),2024-04-17,6642,3219,3423
서부여성회관,2024-04-17,8775,4493,4282
인천가좌,2024-04-17,9449,4730,4719
가재울,2024-04-17,8804,4504,4300
주안국가산단,2024-04-17,6107,2980,3127
주안,2024-04-17,16872,7228,9644
시민공원(문화창작지대),2024-04-17,22109,11289,10820
석바위시장,2024-04-17,9580,4678,4902
인천시청,2024-04-17,7479,3567,3912
석천사거리,2024-04-17,10587,5506,5081
모래내시장,2024-04-17,16878,8235,8643
만수,2024-04-17,10836,5577,5259
남동구청,2024-04-17,10329,5409,4920
인천대공원,2024-04-17,6881,3453,3428
운연(서창),2024-04-17,2905,1568,1337
검단오류(검단산업단지),2024-04-18,6054,2978,3076
왕길,2024-04-18,5676,2849,2827
검단사거리,2024-04-18,17397,9082,8315
마전,2024-04-18,9136,4425,4711
완정,2024-04-18,16981,8758,8223
독정,2024-04-18,9607,4787,4820
검암,2024-04-18,9382,5127,4255
검바위,2024-04-18,7542,3665,3877
아시아드경기장(공촌사거리),2024-04-18,9910,5276,4634
서구청,2024-04-18,17848,8787,9061
가정(루원시티),2024-04-18,24880,12723,12157
가정중앙시장,2024-04-18,13356,6565,6791
석남(거북시장),2024-04-18,6584,3239,3345
서부여성회관,2024-04-18,8888,4484,4404
인천가좌,2024-04-18,9189,4655,4534
가재울,2024-04-18,8838,4510,4328
주안국가산단,2024-04-18,5803,2792,3011
주안,2024-04-18,16612,7134,9478
시민공원(문화창작지대),2024-04-18,22066,11283,10783
석바위시장,2024-04-18,9206,4393,4813
인천시청,2024-04-18,7509,3583,3926
석천사거리,2024-04-18,10556,5492,5064
모래내시장,2024-04-18,17224,8373,8851
만수,2024-04-18,10961,5629,5332
남동구청,2024-04-18,10173,5339,4834
인천대공원,2024-04-18,9377,4711,4666
운연(서창),2024-04-18,2767,1478,1289
검단오류(검단산업단지),2024-04-19,5890,2896,2994
왕길,2024-04-19,5812,2959,2853
검단사거리,2024-04-19,18421,9639,8782
마전,2024-04-19,9229,4465,4764
완정,2024-04-19,16422,8574,7848
독정,2024-04-19,9910,4968,4942
검암,2024-04-19,9563,5240,4323
검바위,2024-04-19,7793,3837,3956
아시아드경기장(공촌사거리),2024-04-19,10161,5437,4724
서구청,2024-04-19,18644,9267,9377
가정(루원시티),2024-04-19,25235,12900,12335
가정중앙시장,2024-04-19,13943,6837,7106
석남(거북시장),2024-04-19,6684,3247,3437
서부여성회관,2024-04-19,9183,4669,4514
인천가좌,2024-04-19,9639,4879,4760
가재울,2024-04-19,8915,4545,4370
주안국가산단,2024-04-19,5540,2686,2854
주안,2024-04-19,17214,7334,9880
시민공원(문화창작지대),2024-04-19,21975,11289,10686
석바위시장,2024-04-19,9565,4621,4944
인천시청,2024-04-19,7521,3588,3933
석천사거리,2024-04-19,10399,5496,4903
모래내시장,2024-04-19,17808,8626,9182
만수,2024-04-19,11365,5898,5467
남동구청,2024-04-19,10410,5459,4951
인천대공원,2024-04-19,8072,4050,4022
운연(서창),2024-04-19,2858,1555,1303
검단오류(검단산업단지),2024-04-20,2064,1126,938
왕길,2024-04-20,2909,1504,1405
검단사거리,2024-04-20,12825,6697,6128
마전,2024-04-20,5685,2811,2874
완정,2024-04-20,9854,5197,4657
독정,2024-04-20,5844,2905,2939
검암,2024-04-20,5385,2925,2460
검바위,2024-04-20,3801,1836,1965
아시아드경기장(공촌사거리),2024-04-20,6343,3222,3121
서구청,2024-04-20,11035,5553,5482
가정(루원시티),2024-04-20,14473,7568,6905
가정중앙시장,2024-04-20,9518,4681,4837
석남(거북시장),2024-04-20,4378,2081,2297
서부여성회관,2024-04-20,5889,3024,2865
인천가좌,2024-04-20,4580,2319,2261
가재울,2024-04-20,4454,2292,2162
주안국가산단,2024-04-20,1511,747,764
주안,2024-04-20,12629,5103,7526
시민공원(문화창작지대),2024-04-20,14330,7379,6951
석바위시장,2024-04-20,6578,3213,3365
인천시청,2024-04-20,4669,2221,2448
석천사거리,2024-04-20,6004,3139,2865
모래내시장,2024-04-20,12152,5951,6201
만수,2024-04-20,7267,3755,3512
남동구청,2024-04-20,5703,2927,2776
인천대공원,2024-04-20,5102,2528,2574
운연(서창),2024-04-20,1683,881,802
검단오류(검단산업단지),2024-04-21,1624,792,832
왕길,2024-04-21,2207,1115,1092
검단사거리,2024-04-21,10123,5068,5055
마전,2024-04-21,4237,2044,2193
완정,2024-04-21,7586,3898,3688
독정,2024-04-21,4743,2358,2385
검암,2024-04-21,4445,2390,2055
검바위,2024-04-21,3165,1532,1633
아시아드경기장(공촌사거리),2024-04-21,5237,2721,2516
서구청,2024-04-21,8247,4115,4132
가정(루원시티),2024-04-21,10855,5471,5384
가정중앙시장,2024-04-21,7912,3916,3996
석남(거북시장),2024-04-21,3495,1646,1849
서부여성회관,2024-04-21,5284,2688,2596
인천가좌,2024-04-21,3624,1821,1803
가재울,2024-04-21,3741,1862,1879
주안국가산단,2024-04-21,740,330,410
주안,2024-04-21,9866,4076,5790
시민공원(문화창작지대),2024-04-21,11550,5951,5599
석바위시장,2024-04-21,5344,2574,2770
인천시청,2024-04-21,4080,1933,2147
석천사거리,2024-04-21,5029,2657,2372
모래내시장,2024-04-21,11044,5403,5641
만수,2024-04-21,6186,3246,2940
남동구청,2024-04-21,4638,2408,2230
인천대공원,2024-04-21,9122,4545,4577
운연(서창),2024-04-21,1612,857,755
검단오류(검단산업단지),2024-04-22,5763,2817,2946
왕길,2024-04-22,5569,2805,2764
검단사거리,2024-04-22,17589,9190,8399
마전,2024-04-22,8901,4329,4572
완정,2024-04-22,16056,8298,7758
독정,2024-04-22,9832,4917,4915
검암,2024-04-22,9254,5091,4163
검바위,2024-04-22,7520,3657,3863
아시아드경기장(공촌사거리),2024-04-22,9855,5200,4655
서구청,2024-04-22,17854,8878,8976
가정(루원시티),2024-04-22,24294,12469,11825
가정중앙시장,2024-04-22,12984,6360,6624
석남(거북시장),2024-04-22,6400,3118,3282
서부여성회관,2024-04-22,8516,4354,4162
인천가좌,2024-04-22,9275,4697,4578
가재울,2024-04-22,8677,4431,4246
주안국가산단,2024-04-22,5877,2897,2980
주안,2024-04-22,16529,7146,9383
시민공원(문화창작지대),2024-04-22,21540,11044,10496
석바위시장,2024-04-22,9252,4482,4770
인천시청,2024-04-22,6991,3376,3615
석천사거리,2024-04-22,10165,5311,4854
모래내시장,2024-04-22,16897,8224,8673
만수,2024-04-22,10620,5488,5132
남동구청,2024-04-22,9733,5050,4683
인천대공원,2024-04-22,6909,3479,3430
운연(서창),2024-04-22,2691,1421,1270
검단오류(검단산업단지),2024-04-23,6056,2972,3084
왕길,2024-04-23,5529,2745,2784
검단사거리,2024-04-23,17277,9127,8150
마전,2024-04-23,9013,4377,4636
완정,2024-04-23,16089,8358,7731
독정,2024-04-23,9395,4713,4682
검암,2024-04-23,9516,5143,4373
검바위,2024-04-23,7676,3712,3964
아시아드경기장(공촌사거리),2024-04-23,10085,5389,4696
서구청,2024-04-23,18570,9184,9386
가정(루원시티),2024-04-23,24600,12548,12052
가정중앙시장,2024-04-23,13091,6339,6752
석남(거북시장),2024-04-23,6523,3202,3321
서부여성회관,2024-04-23,8593,4346,4247
인천가좌,2024-04-23,9247,4686,4561
가재울,2024-04-23,8783,4442,4341
주안국가산단,2024-04-23,6105,2952,3153
주안,2024-04-23,16643,7150,9493
시민공원(문화창작지대),2024-04-23,21659,11077,10582
석바위시장,2024-04-23,9310,4510,4800
인천시청,2024-04-23,7239,3550,3689
석천사거리,2024-04-23,10521,5440,5081
모래내시장,2024-04-23,17013,8318,8695
만수,2024-04-23,10719,5604,5115
남동구청,2024-04-23,9920,5159,4761
인천대공원,2024-04-23,7523,3823,3700
운연(서창),2024-04-23,2740,1471,1269
검단오류(검단산업단지),2024-04-24,5861,2895,2966
왕길,2024-04-24,5553,2752,2801
검단사거리,2024-04-24,16956,8901,8055
마전,2024-04-24,8922,4383,4539
완정,2024-04-24,16063,8250,7813
독정,2024-04-24,9533,4744,4789
검암,2024-04-24,9350,5113,4237
검바위,2024-04-24,7457,3628,3829
아시아드경기장(공촌사거리),2024-04-24,10061,5343,4718
서구청,2024-04-24,17683,8730,8953
가정(루원시티),2024-04-24,24317,12476,11841
가정중앙시장,2024-04-24,12885,6277,6608
석남(거북시장),2024-04-24,6348,3088,3260
서부여성회관,2024-04-24,8454,4285,4169
인천가좌,2024-04-24,9157,4635,4522
가재울,2024-04-24,8604,4372,4232
주안국가산단,2024-04-24,5952,2882,3070
주안,2024-04-24,16896,7231,9665
시민공원(문화창작지대),2024-04-24,21363,10987,10376
석바위시장,2024-04-24,9202,4472,4730
인천시청,2024-04-24,7235,3475,3760
석천사거리,2024-04-24,10204,5303,4901
모래내시장,2024-04-24,16163,7823,8340
만수,2024-04-24,10514,5460,5054
남동구청,2024-04-24,9769,5133,4636
인천대공원,2024-04-24,5010,2511,2499
운연(서창),2024-04-24,2548,1344,1204
검단오류(검단산업단지),2024-04-25,6028,2958,3070
왕길,2024-04-25,5653,2829,2824
검단사거리,2024-04-25,17605,9182,8423
마전,2024-04-25,9109,4422,4687
완정,2024-04-25,16559,8598,7961
독정,2024-04-25,9809,4878,4931
검암,2024-04-25,9551,5217,4334
검바위,2024-04-25,7631,3748,3883
아시아드경기장(공촌사거리),2024-04-25,9925,5317,4608
서구청,2024-04-25,18561,9178,9383
가정(루원시티),2024-04-25,24715,12611,12104
가정중앙시장,2024-04-25,13680,6728,6952
석남(거북시장),2024-04-25,6616,3198,3418
서부여성회관,2024-04-25,8871,4472,4399
인천가좌,2024-04-25,9293,4683,4610
가재울,2024-04-25,8873,4508,4365
주안국가산단,2024-04-25,5919,2865,3054
주안,2024-04-25,17011,7288,9723
시민공원(문화창작지대),2024-04-25,21996,11251,10745
석바위시장,2024-04-25,9279,4471,4808
인천시청,2024-04-25,7184,3451,3733
석천사거리,2024-04-25,10818,5658,5160
모래내시장,2024-04-25,17151,8371,8780
만수,2024-04-25,10829,5630,5199
남동구청,2024-04-25,10027,5255,4772
인천대공원,2024-04-25,7301,3622,3679
운연(서창),2024-04-25,2757,1484,1273
검단오류(검단산업단지),2024-04-26,5922,2900,3022
왕길,2024-04-26,5756,2885,2871
검단사거리,2024-04-26,18519,9636,8883
마전,2024-04-26,9195,4491,4704
완정,2024-04-26,16843,8740,8103
독정,2024-04-26,10133,5087,5046
검암,2024-04-26,9388,5152,4236
검바위,2024-04-26,7621,3718,3903
아시아드경기장(공촌사거리),2024-04-26,9998,5292,4706
서구청,2024-04-26,18735,9235,9500
가정(루원시티),2024-04-26,25332,13031,12301
가정중앙시장,2024-04-26,13989,6771,7218
석남(거북시장),2024-04-26,6785,3274,3511
서부여성회관,2024-04-26,8980,4579,4401
인천가좌,2024-04-26,9461,4806,4655
가재울,2024-04-26,8704,4463,4241
주안국가산단,2024-04-26,5747,2768,2979
주안,2024-04-26,17221,7269,9952
시민공원(문화창작지대),2024-04-26,21974,11233,10741
석바위시장,2024-04-26,9818,4773,5045
인천시청,2024-04-26,7260,3514,3746
석천사거리,2024-04-26,10502,5475,5027
모래내시장,2024-04-26,17612,8583,9029
만수,2024-04-26,11450,5971,5479
남동구청,2024-04-26,10225,5352,4873
인천대공원,2024-04-26,7595,3800,3795
운연(서창),2024-04-26,2839,1532,1307
검단오류(검단산업단지),2024-04-27,2331,1269,1062
왕길,2024-04-27,3501,1794,1707
검단사거리,2024-04-27,14565,7585,6980
마전,2024-04-27,6229,3095,3134
완정,2024-04-27,11320,5968,5352
독정,2024-04-27,6916,3451,3465
검암,2024-04-27,6851,3827,3024
검바위,2024-04-27,4812,2363,2449
아시아드경기장(공촌사거리),2024-04-27,7419,3833,3586
서구청,2024-04-27,12354,6134,6220
가정(루원시티),2024-04-27,16515,8500,8015
가정중앙시장,2024-04-27,10846,5383,5463
석남(거북시장),2024-04-27,5015,2368,2647
서부여성회관,2024-04-27,6696,3451,3245
인천가좌,2024-04-27,5253,2671,2582
가재울,2024-04-27,5330,2742,2588
주안국가산단,2024-04-27,1600,783,817
주안,2024-04-27,14815,5964,8851
시민공원(문화창작지대),2024-04-27,15882,8220,7662
석바위시장,2024-04-27,7037,3429,3608
인천시청,2024-04-27,5385,2564,2821
석천사거리,2024-04-27,7203,3827,3376
모래내시장,2024-04-27,15034,7324,7710
만수,2024-04-27,8357,4369,3988
남동구청,2024-04-27,6694,3516,3178
인천대공원,2024-04-27,10533,5299,5234
운연(서창),2024-04-27,2214,1172,1042
검단오류(검단산업단지),2024-04-28,1686,834,852
왕길,2024-04-28,2393,1210,1183
검단사거리,2024-04-28,10519,5326,5193
마전,2024-04-28,4376,2121,2255
완정,2024-04-28,8021,4013,4008
독정,2024-04-28,4186,2084,2102
검암,2024-04-28,4610,2466,2144
검바위,2024-04-28,3093,1467,1626
아시아드경기장(공촌사거리),2024-04-28,5717,2978,2739
서구청,2024-04-28,8253,4179,4074
가정(루원시티),2024-04-28,11148,5683,5465
가정중앙시장,2024-04-28,8029,3938,4091
석남(거북시장),2024-04-28,3764,1791,1973
서부여성회관,2024-04-28,5348,2727,2621
인천가좌,2024-04-28,3758,1898,1860
가재울,2024-04-28,3877,1964,1913
주안국가산단,2024-04-28,667,303,364
주안,2024-04-28,10679,4314,6365
시민공원(문화창작지대),2024-04-28,12299,6380,5919
석바위시장,2024-04-28,5479,2707,2772
인천시청,2024-04-28,3898,1870,2028
석천사거리,2024-04-28,5234,2790,2444
모래내시장,2024-04-28,11521,5564,5957
만수,2024-04-28,6475,3365,3110
남동구청,2024-04-28,4898,2525,2373
인천대공원,2024-04-28,10119,5021,5098
운연(서창),2024-04-28,1605,842,763
검단오류(검단산업단지),2024-04-29,5911,2901,3010
왕길,2024-04-29,5501,2753,2748
검단사거리,2024-04-29,17212,9090,8122
마전,2024-04-29,8992,4328,4664
완정,2024-04-29,15862,8184,7678
독정,2024-04-29,9700,4871,4829
검암,2024-04-29,9042,4935,4107
검바위,2024-04-29,7407,3643,3764
아시아드경기장(공촌사거리),2024-04-29,9672,5108,4564
서구청,2024-04-29,17767,8848,8919
가정(루원시티),2024-04-29,24236,12404,11832
가정중앙시장,2024-04-29,12871,6316,6555
석남(거북시장),2024-04-29,6274,3073,3201
서부여성회관,2024-04-29,8224,4225,3999
인천가좌,2024-04-29,9231,4685,4546
가재울,2024-04-29,8384,4223,4161
주안국가산단,2024-04-29,5945,2901,3044
주안,2024-04-29,16531,7057,9474
시민공원(문화창작지대),2024-04-29,21536,11049,10487
석바위시장,2024-04-29,9043,4404,4639
인천시청,2024-04-29,6793,3312,3481
석천사거리,2024-04-29,10125,5298,4827
모래내시장,2024-04-29,16650,8151,8499
만수,2024-04-29,10584,5464,5120
남동구청,2024-04-29,9644,5034,4610
인천대공원,2024-04-29,6286,3193,3093
운연(서창),2024-04-29,2703,1434,1269
검단오류(검단산업단지),2024-04-30,6067,2959,3108
왕길,2024-04-30,5619,2841,2778
검단사거리,2024-04-30,18216,9638,8578
마전,2024-04-30,9182,4467,4715
완정,2024-04-30,16577,8596,7981
독정,2024-04-30,10021,5063,4958
검암,2024-04-30,9667,5285,4382
검바위,2024-04-30,7699,3780,3919
아시아드경기장(공촌사거리),2024-04-30,10148,5451,4697
서구청,2024-04-30,18983,9337,9646
가정(루원시티),2024-04-30,25344,12937,12407
가정중앙시장,2024-04-30,13561,6610,6951
석남(거북시장),2024-04-30,6695,3262,3433
서부여성회관,2024-04-30,8610,4394,4216
인천가좌,2024-04-30,9358,4708,4650
가재울,2024-04-30,8813,4543,4270
주안국가산단,2024-04-30,6056,2925,3131
주안,2024-04-30,17572,7399,10173
시민공원(문화창작지대),2024-04-30,22443,11544,10899
석바위시장,2024-04-30,9672,4696,4976
인천시청,2024-04-30,7910,3900,4010
석천사거리,2024-04-30,10571,5591,4980
모래내시장,2024-04-30,17838,8643,9195
만수,2024-04-30,10971,5754,5217
남동구청,2024-04-30,10264,5369,4895
인천대공원,2024-04-30,7788,3870,3918
운연(서창),2024-04-30,2838,1509,1329
검단오류(검단산업단지),2024-05-01,2382,1226,1156
왕길,2024-05-01,3622,1798,1824
검단사거리,2024-05-01,13884,7189,6695
마전,2024-05-01,6734,3232,3502
완정,2024-05-01,11640,5956,5684
독정,2024-05-01,7094,3498,3596
검암,2024-05-01,6131,3340,2791
검바위,2024-05-01,4245,2021,2224
아시아드경기장(공촌사거리),2024-05-01,7342,3840,3502
서구청,2024-05-01,13106,6539,6567
가정(루원시티),2024-05-01,15663,7992,7671
가정중앙시장,2024-05-01,10563,5158,5405
석남(거북시장),2024-05-01,4852,2349,2503
서부여성회관,2024-05-01,6380,3264,3116
인천가좌,2024-05-01,5578,2818,2760
가재울,2024-05-01,5448,2769,2679
주안국가산단,2024-05-01,1845,893,952
주안,2024-05-01,14202,5905,8297
시민공원(문화창작지대),2024-05-01,16671,8501,8170
석바위시장,2024-05-01,7356,3598,3758
인천시청,2024-05-01,6081,2955,3126
석천사거리,2024-05-01,7670,3973,3697
모래내시장,2024-05-01,14825,7267,7558
만수,2024-05-01,8578,4478,4100
남동구청,2024-05-01,7015,3629,3386
인천대공원,2024-05-01,10406,5185,5221
운연(서창),2024-05-01,2122,1119,1003
검단오류(검단산업단지),2024-05-02,6000,2956,3044
왕길,2024-05-02,5688,2836,2852
검단사거리,2024-05-02,17996,9443,8553
마전,2024-05-02,9240,4522,4718
완정,2024-05-02,16810,8649,8161
독정,2024-05-02,9980,4978,5002
검암,2024-05-02,9441,5165,4276
검바위,2024-05-02,7682,3726,3956
아시아드경기장(공촌사거리),2024-05-02,10206,5340,4866
서구청,2024-05-02,18150,8930,9220
가정(루원시티),2024-05-02,24905,12705,12200
가정중앙시장,2024-05-02,13369,6502,6867
석남(거북시장),2024-05-02,6720,3279,3441
서부여성회관,2024-05-02,8666,4357,4309
인천가좌,2024-05-02,9179,4603,4576
가재울,2024-05-02,8978,4578,4400
주안국가산단,2024-05-02,5950,2896,3054
주안,2024-05-02,17231,7225,10006
시민공원(문화창작지대),2024-05-02,21843,11213,10630
석바위시장,2024-05-02,9271,4546,4725
인천시청,2024-05-02,7474,3575,3899
석천사거리,2024-05-02,10904,5669,5235
모래내시장,2024-05-02,17167,8367,8800
만수,2024-05-02,10914,5706,5208
남동구청,2024-05-02,10091,5248,4843
인천대공원,2024-05-02,7609,3834,3775
운연(서창),2024-05-02,2748,1480,1268
검단오류(검단산업단지),2024-05-03,6015,2962,3053
왕길,2024-05-03,5678,2872,2806
검단사거리,2024-05-03,19427,10041,9386
마전,2024-05-03,9726,4817,4909
완정,2024-05-03,18903,9819,9084
독정,2024-05-03,10777,5376,5401
검암,2024-05-03,9990,5491,4499
검바위,2024-05-03,7683,3843,3840
아시아드경기장(공촌사거리),2024-05-03,10332,5566,4766
서구청,2024-05-03,18506,9088,9418
가정(루원시티),2024-05-03,25832,13260,12572
가정중앙시장,2024-05-03,13980,6747,7233
석남(거북시장),2024-05-03,6936,3342,3594
서부여성회관,2024-05-03,9160,4646,4514
인천가좌,2024-05-03,9231,4585,4646
가재울,2024-05-03,8815,4508,4307
주안국가산단,2024-05-03,5868,2891,2977
주안,2024-05-03,17911,7529,10382
시민공원(문화창작지대),2024-05-03,22082,11340,10742
석바위시장,2024-05-03,9615,4639,4976
인천시청,2024-05-03,7611,3773,3838
석천사거리,2024-05-03,11043,5770,5273
모래내시장,2024-05-03,17845,8623,9222
만수,2024-05-03,11251,5873,5378
남동구청,2024-05-03,10139,5318,4821
인천대공원,2024-05-03,8020,4061,3959
운연(서창),2024-05-03,2814,1498,1316
검단오류(검단산업단지),2024-05-04,2377,1288,1089
왕길,2024-05-04,3286,1709,1577
검단사거리,2024-05-04,14255,7443,6812
마전,2024-05-04,6096,3097,2999
완정,2024-05-04,11162,5876,5286
독정,2024-05-04,6652,3316,3336
검암,2024-05-04,6375,3472,2903
검바위,2024-05-04,3937,1920,2017
아시아드경기장(공촌사거리),2024-05-04,6988,3552,3436
서구청,2024-05-04,11656,5835,5821
가정(루원시티),2024-05-04,15018,7834,7184
가정중앙시장,2024-05-04,10336,5074,5262
석남(거북시장),2024-05-04,4717,2283,2434
서부여성회관,2024-05-04,6496,3340,3156
인천가좌,2024-05-04,5270,2708,2562
가재울,2024-05-04,5091,2660,2431
주안국가산단,2024-05-04,1497,758,739
주안,2024-05-04,13440,5540,7900
시민공원(문화창작지대),2024-05-04,14295,7392,6903
석바위시장,2024-05-04,6611,3145,3466
인천시청,2024-05-04,4877,2336,2541
석천사거리,2024-05-04,6842,3612,3230
모래내시장,2024-05-04,14095,6953,7142
만수,2024-05-04,8189,4280,3909
남동구청,2024-05-04,6265,3261,3004
인천대공원,2024-05-04,9220,4578,4642
운연(서창),2024-05-04,1983,1004,979
검단오류(검단산업단지),2024-05-05,1367,691,676
왕길,2024-05-05,1702,864,838
검단사거리,2024-05-05,8733,4403,4330
마전,2024-05-05,3745,1871,1874
완정,2024-05-05,6379,3242,3137
독정,2024-05-05,3996,1940,2056
검암,2024-05-05,3384,1864,1520
검바위,2024-05-05,2469,1197,1272
아시아드경기장(공촌사거리),2024-05-05,4318,2232,2086
서구청,2024-05-05,6678,3288,3390
가정(루원시티),2024-05-05,8801,4422,4379
가정중앙시장,2024-05-05,5743,2822,2921
석남(거북시장),2024-05-05,2942,1382,1560
서부여성회관,2024-05-05,4288,2167,2121
인천가좌,2024-05-05,2873,1442,1431
가재울,2024-05-05,2866,1479,1387
주안국가산단,2024-05-05,654,321,333
주안,2024-05-05,8089,3184,4905
시민공원(문화창작지대),2024-05-05,9603,5002,4601
석바위시장,2024-05-05,4372,2102,2270
인천시청,2024-05-05,2798,1357,1441
석천사거리,2024-05-05,4136,2132,2004
모래내시장,2024-05-05,7417,3635,3782
만수,2024-05-05,4892,2536,2356
남동구청,2024-05-05,3452,1779,1673
인천대공원,2024-05-05,2035,987,1048
운연(서창),2024-05-05,1018,540,478
검단오류(검단산업단지),2024-05-06,1593,746,847
왕길,2024-05-06,2268,1158,1110
검단사거리,2024-05-06,9694,4954,4740
마전,2024-05-06,4131,2013,2118
완정,2024-05-06,7772,4023,3749
독정,2024-05-06,4503,2149,2354
검암,2024-05-06,3876,2134,1742
검바위,2024-05-06,2785,1322,1463
아시아드경기장(공촌사거리),2024-05-06,4538,2417,2121
서구청,2024-05-06,7616,3830,3786
가정(루원시티),2024-05-06,9856,5015,4841
가정중앙시장,2024-05-06,7117,3539,3578
석남(거북시장),2024-05-06,3265,1559,1706
서부여성회관,2024-05-06,4293,2218,2075
인천가좌,2024-05-06,3524,1739,1785
가재울,2024-05-06,3447,1679,1768
주안국가산단,2024-05-06,1187,547,640
주안,2024-05-06,9613,3874,5739
시민공원(문화창작지대),2024-05-06,10345,5326,5019
석바위시장,2024-05-06,4721,2351,2370
인천시청,2024-05-06,3073,1456,1617
석천사거리,2024-05-06,4533,2318,2215
모래내시장,2024-05-06,8806,4384,4422
만수,2024-05-06,5243,2665,2578
남동구청,2024-05-06,4011,2041,1970
인천대공원,2024-05-06,2940,1478,1462
운연(서창),2024-05-06,1161,604,557
검단오류(검단산업단지),2024-05-07,5893,2910,2983
왕길,2024-05-07,5445,2727,2718
검단사거리,2024-05-07,17173,8980,8193
마전,2024-05-07,8885,4372,4513
완정,2024-05-07,16502,8524,7978
독정,2024-05-07,9359,4642,4717
검암,2024-05-07,9180,4985,4195
검바위,2024-05-07,7524,3698,3826
아시아드경기장(공촌사거리),2024-05-07,9635,5045,4590
서구청,2024-05-07,17066,8513,8553
가정(루원시티),2024-05-07,24030,12336,11694
가정중앙시장,2024-05-07,12462,6091,6371
석남(거북시장),2024-05-07,6238,3020,3218
서부여성회관,2024-05-07,8050,4089,3961
인천가좌,2024-05-07,8996,4544,4452
가재울,2024-05-07,8296,4218,4078
주안국가산단,2024-05-07,6098,3005,3093
주안,2024-05-07,16060,6801,9259
시민공원(문화창작지대),2024-05-07,20969,10789,10180
석바위시장,2024-05-07,9043,4408,4635
인천시청,2024-05-07,6754,3291,3463
석천사거리,2024-05-07,10009,5221,4788
모래내시장,2024-05-07,15115,7425,7690
만수,2024-05-07,10253,5314,4939
남동구청,2024-05-07,9578,4979,4599
인천대공원,2024-05-07,3554,1774,1780
운연(서창),2024-05-07,2477,1311,1166
검단오류(검단산업단지),2024-05-08,6246,3098,3148
왕길,2024-05-08,5661,2857,2804
검단사거리,2024-05-08,18235,9547,8688
마전,2024-05-08,9212,4493,4719
완정,2024-05-08,17252,8868,8384
독정,2024-05-08,9709,4834,4875
검암,2024-05-08,9415,5165,4250
검바위,2024-05-08,7682,3723,3959
아시아드경기장(공촌사거리),2024-05-08,10502,5557,4945
서구청,2024-05-08,18304,9053,9251
가정(루원시티),2024-05-08,25134,12901,12233
가정중앙시장,2024-05-08,13500,6498,7002
석남(거북시장),2024-05-08,6848,3312,3536
서부여성회관,2024-05-08,9049,4601,4448
인천가좌,2024-05-08,9499,4824,4675
가재울,2024-05-08,9014,4612,4402
주안국가산단,2024-05-08,6141,3025,3116
주안,2024-05-08,17129,7284,9845
시민공원(문화창작지대),2024-05-08,22241,11451,10790
석바위시장,2024-05-08,9686,4707,4979
인천시청,2024-05-08,7419,3568,3851
석천사거리,2024-05-08,10725,5602,5123
모래내시장,2024-05-08,17347,8416,8931
만수,2024-05-08,11011,5787,5224
남동구청,2024-05-08,10329,5395,4934
인천대공원,2024-05-08,7763,3918,3845
운연(서창),2024-05-08,2807,1495,1312
검단오류(검단산업단지),2024-05-09,6067,3000,3067
왕길,2024-05-09,5709,2851,2858
검단사거리,2024-05-09,18022,9397,8625
마전,2024-05-09,10281,5048,5233
완정,2024-05-09,17026,8840,8186
독정,2024-05-09,9863,4904,4959
검암,2024-05-09,9497,5160,4337
검바위,2024-05-09,7734,3763,3971
아시아드경기장(공촌사거리),2024-05-09,10034,5313,4721
서구청,2024-05-09,18477,9155,9322
가정(루원시티),2024-05-09,25337,12878,12459
가정중앙시장,2024-05-09,13504,6592,6912
석남(거북시장),2024-05-09,6613,3218,3395
서부여성회관,2024-05-09,8657,4408,4249
인천가좌,2024-05-09,9455,4721,4734
가재울,2024-05-09,8807,4504,4303
주안국가산단,2024-05-09,6112,2975,3137
주안,2024-05-09,17621,7586,10035
시민공원(문화창작지대),2024-05-09,21746,11213,10533
석바위시장,2024-05-09,9568,4673,4895
인천시청,2024-05-09,7546,3657,3889
석천사거리,2024-05-09,11242,5906,5336
모래내시장,2024-05-09,17360,8410,8950
만수,2024-05-09,10974,5695,5279
남동구청,2024-05-09,10025,5237,4788
인천대공원,2024-05-09,7313,3606,3707
운연(서창),2024-05-09,3209,1712,1497
검단오류(검단산업단지),2024-05-10,6077,3001,3076
왕길,2024-05-10,5943,3021,2922
검단사거리,2024-05-10,19146,9916,9230
마전,2024-05-10,9716,4780,4936
완정,2024-05-10,17732,9232,8500
독정,2024-05-10,9997,4968,5029
검암,2024-05-10,9805,5400,4405
검바위,2024-05-10,7846,3818,4028
아시아드경기장(공촌사거리),2024-05-10,10406,5498,4908
서구청,2024-05-10,19024,9460,9564
가정(루원시티),2024-05-10,25771,13255,12516
가정중앙시장,2024-05-10,14277,6929,7348
석남(거북시장),2024-05-10,6885,3347,3538
서부여성회관,2024-05-10,9277,4737,4540
인천가좌,2024-05-10,9479,4774,4705
가재울,2024-05-10,9402,4818,4584
주안국가산단,2024-05-10,6087,2978,3109
주안,2024-05-10,17671,7511,10160
시민공원(문화창작지대),2024-05-10,22191,11426,10765
석바위시장,2024-05-10,9583,4640,4943
인천시청,2024-05-10,7769,3708,4061
석천사거리,2024-05-10,11742,6125,5617
모래내시장,2024-05-10,18178,8823,9355
